cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength,recycled_content_kg,total_binder,recycled_content_pct,water_cement_ratio,cement_intensity,circularity_score,sustainability_grade,estimated_co2_kg_per_m3
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,260.6,425.6,61.23,1.061,4.986,86.7,Excellent,161.53
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,248.4,426.4,58.26,1.011,5.198,84.1,Excellent,172.62
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,258.5,425.9,60.69,1.048,5.262,86.0,Excellent,163.58
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,186.0,358.4,51.9,0.91,5.795,78.5,Excellent,164.46
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,223.6,397.1,56.31,0.95,5.256,82.5,Excellent,167.33
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,242.4,409.4,59.21,0.982,5.076,85.0,Excellent,162.42
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,253.3,427.1,59.31,0.991,5.881,84.5,Excellent,169.08
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,125.2,315.5,39.68,0.875,9.799,66.0,High,177.53
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,95.7,345.7,27.68,0.767,10.137,56.0,High,229.78
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,174.2,387.7,44.93,0.746,7.215,71.9,Excellent,200.86
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,100.5,295.2,34.04,0.874,8.019,62.5,High,180.26
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,118.3,369.7,32.0,0.767,12.127,58.2,High,232.18
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,143.6,308.6,46.53,0.993,6.297,73.8,Excellent,155.68
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,260.6,425.6,61.23,1.061,3.557,87.6,Excellent,161.53
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,248.4,426.4,58.26,1.011,4.545,84.5,Excellent,172.62
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,258.5,425.9,60.69,1.048,4.063,86.8,Excellent,163.58
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,186.0,358.4,51.9,0.91,5.117,79.0,Excellent,164.46
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,223.6,397.1,56.31,0.95,4.542,82.9,Excellent,167.33
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,242.4,409.4,59.21,0.982,4.033,85.6,Excellent,162.42
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,253.3,427.1,59.31,0.991,4.597,85.4,Excellent,169.08
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,125.2,315.5,39.68,0.875,7.658,67.4,High,177.53
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,95.7,345.7,27.68,0.767,9.184,56.6,High,229.78
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,174.2,387.7,44.93,0.746,4.783,73.5,Excellent,200.86
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,100.5,295.2,34.04,0.874,5.224,64.3,High,180.26
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,118.3,369.7,32.0,0.767,7.556,61.2,High,232.18
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,143.6,308.6,46.53,0.993,4.513,75.0,Excellent,155.68
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,260.6,425.6,61.23,1.061,3.071,87.9,Excellent,161.53
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,248.4,426.4,58.26,1.011,3.663,85.1,Excellent,172.62
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,258.5,425.9,60.69,1.048,3.237,87.4,Excellent,163.58
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,186.0,358.4,51.9,0.91,4.809,79.2,Excellent,164.46
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,223.6,397.1,56.31,0.95,3.227,83.8,Excellent,167.33
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,242.4,409.4,59.21,0.982,3.124,86.2,Excellent,162.42
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,253.3,427.1,59.31,0.991,3.548,86.0,Excellent,169.08
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,125.2,315.5,39.68,0.875,5.999,68.4,High,177.53
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,95.7,345.7,27.68,0.767,6.307,58.5,High,229.78
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,174.2,387.7,44.93,0.746,4.165,73.9,Excellent,200.86
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,100.5,295.2,34.04,0.874,4.487,64.8,High,180.26
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,118.3,369.7,32.0,0.767,6.402,61.9,High,232.18
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,143.6,308.6,46.53,0.993,4.347,75.1,Excellent,155.68
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,260.6,425.6,61.23,1.061,2.999,88.0,Excellent,161.53
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,248.4,426.4,58.26,1.011,3.561,85.2,Excellent,172.62
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,258.5,425.9,60.69,1.048,3.12,87.4,Excellent,163.58
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,186.0,358.4,51.9,0.91,4.575,79.3,Excellent,164.46
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,223.6,397.1,56.31,0.95,3.095,83.9,Excellent,167.33
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,242.4,409.4,59.21,0.982,2.94,86.4,Excellent,162.42
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,253.3,427.1,59.31,0.991,3.412,86.1,Excellent,169.08
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,125.2,315.5,39.68,0.875,5.67,68.7,High,177.53
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,95.7,345.7,27.68,0.767,6.074,58.6,High,229.78
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,174.2,387.7,44.93,0.746,4.031,74.0,Excellent,200.86
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,100.5,295.2,34.04,0.874,4.397,64.9,High,180.26
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,118.3,369.7,32.0,0.767,6.261,62.0,High,232.18
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,103.0,549.0,18.76,0.363,7.82,50.2,High,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,103.0,549.0,18.76,0.363,10.04,48.8,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,103.0,549.0,18.76,0.363,8.741,49.6,Medium,406.55
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,103.0,549.0,18.76,0.363,8.353,49.9,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,103.0,549.0,18.76,0.363,12.613,47.1,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,103.0,549.0,18.76,0.363,17.825,43.7,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,103.0,549.0,18.76,0.363,19.1,42.8,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,103.0,549.0,18.76,0.363,8.575,49.7,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,103.0,549.0,18.76,0.363,11.73,47.7,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,103.0,549.0,18.76,0.363,11.348,47.9,Medium,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,103.0,549.0,18.76,0.363,7.303,50.5,High,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,103.0,549.0,18.76,0.363,7.944,50.1,High,406.55
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,103.0,549.0,18.76,0.363,8.072,50.0,Medium,406.55
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,103.0,549.0,18.76,0.363,8.143,50.0,Medium,406.55
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,114.0,501.0,22.75,0.406,7.703,53.5,High,354.0
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,114.0,501.0,22.75,0.406,8.29,53.1,High,354.0
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,114.0,501.0,22.75,0.406,8.29,53.1,High,354.0
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,114.0,501.0,22.75,0.406,17.01,47.5,Medium,354.0
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,114.0,501.0,22.75,0.406,15.17,48.7,Medium,354.0
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,114.0,501.0,22.75,0.406,11.13,51.3,High,354.0
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,114.0,501.0,22.75,0.406,10.505,51.7,High,354.0
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,114.0,501.0,22.75,0.406,8.431,53.1,High,354.0
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,114.0,501.0,22.75,0.406,9.287,52.5,High,354.0
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,114.0,501.0,22.75,0.406,6.869,54.1,High,354.0
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,114.0,501.0,22.75,0.406,8.067,53.3,High,354.0
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,114.0,501.0,22.75,0.406,6.297,54.4,High,354.0
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,116.0,471.0,24.63,0.408,8.063,54.8,High,325.3
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,116.0,471.0,24.63,0.408,6.402,55.9,High,325.3
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,149.0,640.0,23.28,0.428,8.839,53.2,High,449.35
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,149.0,640.0,23.28,0.409,8.477,53.5,High,449.35
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,149.0,640.0,23.28,0.428,19.171,46.5,Medium,449.35
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,149.0,640.0,23.28,0.428,14.661,49.4,Medium,449.35
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,149.0,640.0,23.28,0.428,8.239,53.6,High,449.35
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,149.0,640.0,23.28,0.409,16.615,48.2,Medium,449.35
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,149.0,640.0,23.28,0.409,12.948,50.5,High,449.35
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,149.0,640.0,23.28,0.409,7.937,53.8,High,449.35
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,154.0,578.0,26.64,0.42,6.833,57.3,High,389.3
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,154.0,578.0,26.64,0.42,13.245,53.1,High,389.3
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,154.0,578.0,26.64,0.396,5.881,57.9,High,389.3
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,154.0,578.0,26.64,0.42,10.872,54.6,High,389.3
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,154.0,578.0,26.64,0.42,6.453,57.5,High,389.3
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,154.0,578.0,26.64,0.396,13.204,53.1,High,389.3
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,154.0,578.0,26.64,0.396,10.523,54.9,High,389.3
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,154.0,578.0,26.64,0.396,5.702,58.0,High,389.3
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,152.0,354.0,42.94,1.02,9.194,69.0,High,189.4
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,152.0,354.0,42.94,1.02,20.506,61.6,High,189.4
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,152.0,354.0,42.94,1.02,13.403,66.3,High,189.4
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,152.0,354.0,42.94,1.02,8.688,69.3,High,189.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,156.0,440.0,35.45,0.63,6.494,64.7,High,263.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,156.0,440.0,35.45,0.63,21.192,55.1,High,263.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,156.0,440.0,35.45,0.63,11.769,61.2,High,263.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,156.0,440.0,35.45,0.63,6.379,64.7,High,263.4
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,160.0,519.0,30.83,0.429,5.704,61.4,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,160.0,519.0,30.83,0.429,6.035,61.2,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,160.0,519.0,30.83,0.429,14.291,55.8,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,160.0,519.0,30.83,0.429,15.185,55.2,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,160.0,519.0,30.83,0.429,10.042,58.6,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,160.0,519.0,30.83,0.429,9.298,59.1,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,160.0,519.0,30.83,0.429,5.222,61.7,High,331.1
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,160.0,519.0,30.83,0.429,5.376,61.6,High,331.1
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,0.0,436.0,0.0,0.5,18.28,28.1,Low,392.4
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,0.0,289.0,0.0,0.664,9.011,34.1,Medium,260.1
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,0.0,289.0,0.0,0.664,24.805,23.8,Low,260.1
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,0.0,393.0,0.0,0.489,20.468,26.7,Low,353.7
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,0.0,393.0,0.0,0.489,8.045,34.8,Medium,353.7
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,0.0,393.0,0.0,0.489,9.924,33.5,Medium,353.7
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,0.0,480.0,0.0,0.4,10.924,32.9,Medium,432.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,0.0,480.0,0.0,0.4,13.884,31.0,Medium,432.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,0.0,480.0,0.0,0.4,8.836,34.2,Medium,432.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,0.0,480.0,0.0,0.4,19.671,27.2,Low,432.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,0.0,333.0,0.0,0.577,21.317,26.1,Low,299.7
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,0.0,255.0,0.0,0.753,11.665,32.4,Medium,229.5
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,0.0,255.0,0.0,0.753,24.949,23.7,Low,229.5
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,0.0,289.0,0.0,0.664,19.793,27.1,Low,260.1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,0.0,255.0,0.0,0.753,13.599,31.1,Medium,229.5
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,0.0,333.0,0.0,0.577,10.416,33.2,Medium,299.7
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,0.0,333.0,0.0,0.577,14.23,30.7,Medium,299.7
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,0.0,289.0,0.0,0.664,11.302,32.6,Medium,260.1
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,0.0,333.0,0.0,0.577,7.989,34.8,Medium,299.7
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,0.0,393.0,0.0,0.489,14.167,30.8,Medium,353.7
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,0.0,255.0,0.0,0.753,31.094,19.7,Low,229.5
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,238.2,397.0,60.0,1.169,16.506,78.2,Excellent,154.83
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42,359.4,599.0,60.0,0.775,9.425,82.8,Excellent,233.61
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,158.8,397.0,40.0,0.78,15.181,62.7,High,222.32
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,272.8,454.70000000000005,60.0,1.021,6.51,84.7,Excellent,177.35
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,290.2,483.7,60.0,0.96,5.93,85.0,Excellent,188.66
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,170.3,425.8,40.0,0.727,14.819,63.0,High,238.47
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,181.9,454.70000000000005,40.0,0.681,13.798,63.6,High,254.62
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44,359.4,599.0,60.0,0.775,6.075,85.0,Excellent,233.61
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,147.2,368.0,40.0,0.841,8.574,67.0,High,206.08
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,0.0,397.0,0.0,0.468,12.001,32.2,Medium,357.3
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,0.0,382.5,0.0,0.485,15.89,29.6,Low,344.25
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,316.1,526.8,60.0,0.881,9.656,82.6,Excellent,205.44
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,238.2,397.0,60.0,1.169,7.536,84.0,Excellent,154.83
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,0.0,295.8,0.0,0.628,19.931,27.0,Low,266.22
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,170.3,425.8,40.0,0.727,7.972,67.4,High,238.47
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,135.7,339.2,40.01,0.913,17.014,61.5,High,189.94
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,0.0,397.0,0.0,0.468,15.599,29.8,Low,357.3
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,0.0,381.4,0.0,0.487,16.958,29.0,Low,343.26
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,0.0,295.8,0.0,0.628,11.728,32.4,Medium,266.22
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,342.1,570.1,60.01,0.814,5.743,85.2,Excellent,222.3
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,147.2,368.0,40.0,0.841,16.867,61.6,High,206.08
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,210.7,526.8,40.0,0.587,8.168,67.3,High,295.03
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,203.5,339.2,59.99,1.368,18.067,77.1,Excellent,132.3
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,0.0,238.1,0.0,0.78,13.543,31.2,Medium,214.29
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,0.0,339.2,0.0,0.547,16.014,29.6,Low,305.28
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,203.5,339.2,59.99,1.368,7.456,84.0,Excellent,132.3
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2,290.2,483.7,60.0,0.96,11.249,81.6,Excellent,188.66
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,135.7,339.2,40.01,0.913,8.992,66.8,High,189.94
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,193.5,483.7,40.0,0.64,13.275,64.0,High,270.86
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,272.8,454.70000000000005,60.0,1.021,14.704,79.3,Excellent,177.35
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,155.5,325.8,47.73,1.09,6.618,74.6,Excellent,161.05
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,316.1,526.8,60.0,0.881,5.572,85.3,Excellent,205.44
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,342.1,570.1,60.01,0.814,10.401,82.1,Excellent,222.3
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,193.5,483.7,40.0,0.64,8.783,66.9,High,270.86
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,0.0,381.4,0.0,0.487,26.229,22.9,Low,343.26
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,158.8,397.0,40.0,0.78,8.851,66.8,High,222.32
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,124.1,310.29999999999995,39.99,0.997,23.272,57.4,High,173.78
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,0.0,339.2,0.0,0.547,10.633,33.1,Medium,305.28
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,0.0,238.1,0.0,0.78,23.025,25.0,Low,214.29
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,0.0,252.5,0.0,0.735,12.771,31.7,Medium,227.25
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,0.0,382.5,0.0,0.485,10.216,33.3,Medium,344.25
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,0.0,252.5,0.0,0.735,21.993,25.7,Low,227.25
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,210.7,526.8,40.0,0.587,12.933,64.2,High,295.03
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,124.1,310.29999999999995,39.99,0.997,10.579,65.7,High,173.78
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,155.5,325.8,47.73,1.09,15.87,68.6,High,161.05
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,181.9,454.70000000000005,40.0,0.681,8.693,66.9,High,254.62
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,0.0,339.0,0.0,0.581,25.641,23.3,Low,305.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,0.0,339.0,0.0,0.581,16.165,29.5,Low,305.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,0.0,339.0,0.0,0.581,12.537,31.8,Medium,305.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,0.0,339.0,0.0,0.581,10.58,33.1,Medium,305.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,0.0,339.0,0.0,0.581,9.639,33.7,Medium,305.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,0.0,339.0,0.0,0.581,9.3,33.9,Medium,305.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,0.0,339.0,0.0,0.581,8.717,34.3,Medium,305.1
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,0.0,236.0,0.0,0.822,36.47,16.2,Low,212.4
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,0.0,236.0,0.0,0.822,18.379,28.0,Low,212.4
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,0.0,236.0,0.0,0.822,12.811,31.7,Medium,212.4
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,0.0,236.0,0.0,0.822,10.751,33.0,Medium,212.4
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,0.0,236.0,0.0,0.818,9.792,33.6,Medium,212.4
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,0.0,236.0,0.0,0.818,9.41,33.9,Medium,212.4
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,0.0,277.0,0.0,0.69,13.029,31.5,Medium,249.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,0.0,277.0,0.0,0.69,10.666,33.1,Medium,249.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,0.0,277.0,0.0,0.69,24.382,24.1,Low,249.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25,0.0,277.0,0.0,0.69,8.864,34.2,Medium,249.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,0.0,277.0,0.0,0.69,8.568,34.4,Medium,249.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,0.0,277.0,0.0,0.69,8.219,34.6,Medium,249.3
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,0.0,254.0,0.0,0.78,27.28,22.2,Low,228.6
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,0.0,254.0,0.0,0.78,9.428,33.9,Medium,228.6
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63,0.0,254.0,0.0,0.78,9.193,34.0,Medium,228.6
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,0.0,254.0,0.0,0.78,8.526,34.4,Medium,228.6
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,0.0,307.0,0.0,0.629,8.901,34.2,Medium,276.3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,0.0,307.0,0.0,0.629,8.492,34.5,Medium,276.3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,0.0,307.0,0.0,0.629,24.48,24.1,Low,276.3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,0.0,307.0,0.0,0.629,11.151,32.7,Medium,276.3
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,0.0,307.0,0.0,0.629,9.325,33.9,Medium,276.3
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99,0.0,236.0,0.0,0.818,23.621,24.6,Low,212.4
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,0.0,200.0,0.0,0.9,25.507,23.4,Low,180.0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,0.0,200.0,0.0,0.9,16.325,29.4,Low,180.0
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,0.0,225.0,0.0,0.804,20.141,26.9,Low,202.5
